Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
1,79659277201,194352M065,uragan-135,10.32.8.136,192.168.144.65,С-АБ/14-12-2021/117837349,14.12.2021,13.12.2023,40,1395656309,1003558,"РБ, г. Давлеканово, ул. Худайбердина, д.51","Республика Башкортостан, Давлекановский район, г. Давлеканово, ул. Худайбердина, д. 51",от пер. Котовского к ул. Большая восточная,Встречное,Давлекановский район,54.211065 55.050177
1,79659279021,194352M066,uragan-080,10.32.8.81,192.168.144.66,С-АБ/01-12-2021/116447274,01.12.2021,30.11.2023,60,1324135991,1003569,"РБ, г.Нефтекамск, ул.Трактовая, 1П3","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Трактовая, д. 1П3",от ул. Высоковольтная к ул. Техснабовская,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.100614 54.245886
1,79659279237,194352M067,uragan-085,10.32.8.86,192.168.144.67,С-АБ/10-12-2021/117837388,10.12.2021,09.12.2023,60,1316518412,1003565,"РБ, Абзелиловский р-н, 77 км а-д Серменево–Баймак д.Амангильдино","Республика Башкортостан, Абзелиловский район, д. Амангильдино, а-д Серменево - Амангильдино - Баймак, 77 км",от ул. Вафира Тайсина к ул. Тайманышты,"ближнее - попутное, дальнее - встречное",Абзелиловский район,53.351423 58.321167
1,79276354796,194352M068,uragan-131,10.32.8.132,192.168.144.68,С-АБ/29-07-2021/85199268,29.7.2021,28.7.2023,60/60,1788337398,1003588,"РБ, Куюргазинский р-н, а-д Р-240, Уфа-Оренбург, 271 км 870 м",,,"ближнее - встречное, дальнее - попутное",Куюргазинский район,52.433818 55.791333
1,79273580876,194352M069,uragan-091,10.32.8.92,192.168.144.69,С-АБ/02-12-2021/117181971,02.12.2021,до 01.12.2023,60,1348505050,1003280,"РБ, г.Агидель, пер-к ул.Первых Строителей и ул.Пионерская","Республика Башкортостан, Городской округ город Агидель, г. Агидель, ул. Первых Строителей пересечение с ул. Пионерская",от ул. Пионерская к ул. Кольцевая,Встречное,Городской округ город Агидель,55.905102 53.934942
1,79378583283,194352M070,uragan-088,10.32.8.89,192.168.144.70,С-АБ/29-11-2021/114717601,29.11.2021,28.11.2023,60,1551152794,1003541,"РБ, г.Нефтекамск, а-д Дюртюли-Нефтекамск 90 км","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, а-д Дюртюли-Нефтекамск, 90 км",от ул. Молодежная к пр. Карла Маркса,"ближнее - попутное, дальнее - встречное",Городской округ город Нефтекамск,56.067875 54.269028
1,79875800896,194352M071,uragan-045,,192.168.144.71,С-АБ/10-12-2021/117837373,10.12.2021,09.12.2023,40,1332015326,1003495,"РБ, Учалинский р-н, д.Малоказаккулово, ул.Серебрянникова, 7","Республика Башкортостан, Учалинский район, д. Малоказаккулово, ул. Серебрянникова, д. 7",от д. Галиахмерово к д. Калуево,"ближнее - встречное, дальнее - попутное",Учалинский район,54.056079 58.941303
1,79659278173,194352M072,uragan-115,10.32.8.116,192.168.144.72,С-АБ/03-12-2021/117181956,03.12.2021,до 02.12.2023,60,1312652627,1003575,"РБ, Благовещенский р-н, г.Благовещенск, ул.Седова, д.118","Республика Башкортостан, Благовещенский район, г. Благовещенск, ул. Седова, д.118",от ул. Полевая к ул. Комарова,"ближнее - встречное, дальнее - попутное",Благовещенский район,55.051113 55.953038
1,79279233898,194352M073,uragan-058,10.32.8.59,192.168.144.73,С-АБ/09-12-2021/117837402,09.12.2021,до 08.12.2023,60,1320722811,1003527,"РБ, Учалинский р-н, г.Учалы, ул.Мира, 5Б","Республика Башкортостан, Учалинский район, г. Учалы, ул. Мира, д. 5Б",от ул. Муртазина к ул. Горького,"ближнее - встречное, дальнее - попутное",Учалинский район,54.315108 59.371019
1,79659276415,194352M074,uragan-060,10.32.8.61,192.168.144.74,С-АБ/25-08-2021/90187481,25.08.2021,24.08.2023,90/90,1332336058,1003529,"РБ, Буздякский р-н а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1355 км 280 м",,,"ближнее - встречное, дальнее - попутное",Буздякский район,54.613809 54.328517
1,79659274991,194352M075,uragan-068,10.32.8.69,192.168.144.75,С-АБ/29-07-2021/86097764,29.07.2021,28.07.2023,90/90,1535225686,1003358,"РБ, Илишевский р-н, а-д М-7 ""Волга"", 1211 км 315 м",,,"ближнее - попутное, дальнее - встречное",Илишевский район,55.476144 54.541727
1,79279252080,194352M076,uragan-108,10.32.8.109,192.168.144.76,С-АБ/30-11-2021/114717593,29.11.2021,28.11.2023,60,1362867322,1003537,"РБ, г.Нефтекамск, ул.Дорожная, 57","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Дорожная д. 57",от ул. Карла Маркса к ул. Парковая,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.077726 54.251523
1,79173608955,194352M077,uragan-050,10.32.8.51,192.168.144.77,С-АБ/26-11-2021/114717604,26.11.2021,25.11.2023,20,1325304900,1003533,"РБ, Дюртюлинский р-н, г.Дюртюли, ул.Первомайская, 3","Республика Башкортостан, Дюртюлинский район, г.Дюртюли, ул. Первомайская, д. 3",от ул. Садовая к ул. Ленина,"ближнее - попутное, дальнее - встречное",Дюртюлинский район,55.492838 54.846069
1,79659279011,194352M078,uragan-107,10.32.8.108,192.168.144.78,С-АБ/01-12-2021/116447275,01.12.2021,30.11.2023,60,1544234791,1003493,"РБ, г.Нефтекамск, ул.Строителей, 65","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, Строителей, д. 65",от ул. Победы к пр. Юбилейный,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.100769 54.243069
1,79279225962,194352M079,uragan-116,10.32.8.117,192.168.144.79,С-АБ/30-11-2021/114717583,29.11.2021,28.11.2023,60,1310805387,1003593,"РБ, ГО г. Нефтекамск, ул. Янаульская, д.2","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Янаульская, д. 2",от ул. Магистральная к ул. Колхозная,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.099608 54.280733
1,79659275958,194352M080,uragan-122,10.32.8.123,192.168.144.80,С-АБ/02-12-2021/117181969,02.12.2021,до 01.12.2023,60,1380768219,1003576,"РБ, Бураевский р-н, с.Бураево, ул.Ленина, 32","Республика Башкортостан, Бураевский район, с. Бураево, ул. Ленина, д. 32",от ул. Тукаева к ул. Школьная,"ближнее - попутное, дальнее - встречное",Бураевский район,55.836399 55.417313
1,79279246370,194352M081,uragan-119,10.32.8.120,192.168.144.81,С-АБ/29-11-2021/114717591,29.11.2021,28.11.2023,60,1360270741,1003514,"РБ, г.Нефтекамск, ул.К.Маркса, 4","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. К. Маркса, д. 4",от пр. Комсомольский к ул. Дорожная,Встречное,Городской округ город Нефтекамск,56.077644 54.248873
1,79659277356,194352M082,uragan-123,10.32.8.124,192.168.144.82,С-АБ/30-11-2021/114717567,30.11.2021,29.11.2023,60,1364499457,1003556,"РБ, г.Нефтекамск, ул.Ленина, 19С2","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Ленина, д. 19C2",от пр. Юбилейный к пр. Комсомольский,Попутное,Городской округ город Нефтекамск,56.089348 54.242946
1,79659277486,194352M083,uragan-114,10.32.8.115,192.168.144.83,С-АБ/29-11-2021/114717599,29.11.2021,28.11.2023,60,1643495960,1003481,"РБ, г.Нефтекамск, а-д Дюртюли-Нефтекамск 92 км","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, а-д Дюртюли-Нефтекамск, 92 км",от ул. Дорожная к ул. Российская,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.076953 54.261702
1,79276353507,194352M084,uragan-133,10.32.8.134,192.168.144.84,С-АБ/17-11-2021/111223551,17.11.2021,16.11.2023,90,1309534362,1003500,"РБ, Буздякский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1363 км 347 м",,,ближнее,Буздякский район,54.626813 54.456259
1,79276365360,194352M085,uragan-111,10.32.8.112,192.168.144.85,С-АБ/02-12-2021/117181968,02.12.2021,до 01.12.2023,60,1328143352,1003587,"РБ, г.Агидель, ТСН Дачник","Республика Башкортостан, Городской округ город Агидель, г. Агидель, ТСН Дачник",от ул. Первых Строителей к ул. Жемчужная,"ближнее - встречное, дальнее -  попутное",Городской округ город Агидель,55.914308 53.980581
1,79659279254,194352M086,uragan-070,10.32.8.71,192.168.144.86,С-АБ/10-12-2021/117837384,10.12.2021,09.12.2023,60,1518979275,1003599,"РБ, Абзелиловский р-н, д.Елимбетово 15км а-д Оз-Кус Рудник","Республика Башкортостан, Абзелиловский район, д.Елимбетово, а-д Озерное- Кусимовский Рудник, 15 км ",от с. Озёрное к мкр. Зелёные холмы,"ближнее - попутное, дальнее - встречное",Абзелиловский район,53.514042 58.657986
1,79659278652,194352M087,uragan-099,10.32.8.100,192.168.144.87,С-АБ/30-11-2021/114717572,30.11.2021,29.11.2023,60,1329302433,1003589,"РБ, ГО г. Нефтекамск, ул. Дорожная, д.40","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Дорожная, д. 40",от ул. Садовая к ул. Ленина,Встречное,Городской округ город Нефтекамск,56.086198 54.261174
1,79659279141,194352M088,uragan-083,10.32.8.84,192.168.144.88,С-АБ/29-11-2021/114717587,29.11.2021,28.11.2023,60,1319489884,1003266,"РБ, г.Нефтекамск, ул.Трактовая, 76","Республика Башкортостан, Городской округ город Нефтекамск, г. Нефтекамск, ул. Трактовая, д. 76",от ул. Январская к ул. Февральская,"ближнее - встречное, дальнее - попутное",Городской округ город Нефтекамск,56.086500 54.302461
1,79276379373,194352M089,uragan-030,10.32.8.31,192.168.144.89,С-АБ/14-12-2021/117837353,14.12.2021,13.12.2023,60,1391447756,1003557,"РБ, Давлекановский р-н, г.Давлеканово, ул.Высоковольтная, 25","Республика Башкортостан, Давлекановский район, г. Давлеканово, ул. Высоковольтная, д. 25",от ул. Авиаторов к ул. Московской,"ближнее - попутное, дальнее - встречное",Давлекановский район,"54.230697, 55.032903"
